code,company,sector,summary
A032850,비트컴퓨터,건강관리장비와서비스,"1983년 8월에 설립되어 3차의료기관부터 다양한 규모의 의료기관에서 필요로 하는 의료정보시스템을 개발 및 공급하는 의료정보사업, U-Healthcare 사업 및 IT교육사업을 영위 전자차트 프로그램인 비트U차트 프로그램을 시작으로 BIT Lab (온라인 수탁검사서비스), BIT CRM (고객관계관리프로그램), BIT Cast (환자대기실 디지털방송시스템) 등을 개발 2016년 12월말 기준 국내에 799개 기관에 원격의료시스템을 구축해 구축 실적 1위를 하고 있으며 캄보디아, 아랍에미리트, 몽골, 브라질 등 해외에도 수출하는 등 본격적인 시장 확산에 대비한 시장 검증을 완료함 IT사관학교라 불리는 동사의 비트교육센터는 IT전공자를 대상으로 하는 전문가교육부문에서 명실상부한 업계 1위의 인지도와 시장 지배력을 유지하고 있음"
A032860,휴먼엔,소재,"1985년 설립된 동사는 2개의 종속회사는 금속 및 비금속 원료재생사업 부문인 철스크랩 유통 사업을 주요사업으로 영위하고 있음 2015년 회생절차를 진행하며 금속 및 비금속 원료재생업 중 수익성이 떨어지는 철스크랩 가공, 제조 사업 등을 중단하고, 철스크랩 국내외 유통 사업에 집중하고 있음 철스크랩은 단위 가격이 비철금속이나 기타 고가 원자재에 비해 낮은 편이어서 물류 방법에 따라 경쟁력이 현저히 좌우되며 물류비용을 어떻게 효율화 시키느냐가 판매 전략 못지 않게 영업이익에서 차지하는 비중이 매우 높음 당진, 인천 등 부두에 확보된 야드를 이용하여 해당 지역 중대상 고철업체를 대상으로 영업하여 철스크랩을 매입하고 수요처에 따라 선별하여 국내 제강사와 베트남, 방글라데시 등 동남아 및 인도, 대만 제강사 등에 판매중"
A032750,삼진,전자와 전기제품,"1976년 7월에 전기 및 전자기기 및 부품제조 판매업 등을 영위할 목적으로 설립되어 국내 및 해외에 생산공장을 보유하고 있음 동사는 디지털 TV 부품을 제조/공급하는 삼성전자의 협력업체로 자체 기술연구소를 보유하고 있으며 ODM 체제에 이르기까지의 전 공정을 일괄 처리할 수 있는 제조공정을 갖추고 있는 기업임 리모콘 사업은 주 거래업체인 삼성전자가 퀀텀닷 기술을 기반으로 SUHD-TV를 비롯한 UHD TV, Curved TV 등 Premium 시장을 주도해 나감에 따라서 다기능 고품질의 리모콘을 개발 및 판매하고 있음 Set Top Box시장의 성장둔화 등 어려움에 직면하여 원가 경쟁력강화 등 리모콘 사업의 역량 강화 활동 외에도, OCM등 신규 Item 확대, IoT(사물인터넷)관련 사업의 성장 등을 위해 노력하고 있음"
A008290,원풍물산,내구소비재와의류,"1972년 12월 20일에 설립되었으며 1997년 7월 18일 한국거래소 코스닥시장에 주식을 상장하였음 현재 섬유류 및 의류 생산 제조, 판매업, 무역업, 섬유류 및 의류의 도 소매업, 장난감 및 취미용품 도 소매업, 의약품, 원료의약품 제조 및 판매, 태양전지 개발 및 제조 판매사업을 영위하고 있음 남성복 중 신사복 고가의 수입 브랜드인 `KINLOCH ANDERSON`과 자체 브랜드인 맞춤형 신사복 `BOSTON MANOR` 등을 생산하여 백화점을 중심으로 직영점, 대리점 등을 통해 판매하고 있음 2007년 8월 진통제 위주의 신약을 개발 중인 미국 THERAQUEST BIOSCIENCES, INC.와 진통제 관련 신약 2종에 대한 아시아지역 독점 생산 및 판매 계약을 체결하였음"
A010600,웰바이오텍,"식품,음료,담배","1975년 04월 19일에 피혁원단 가공 및 피혁제품 제조, 판매 등을 주 영업목적으로 설립되었으며, 1997년 7월 발행주식을 한국거래소가 개설하는 유가증권시장에 상장하였음 동사는 수출입업, 봉제품의 제조 및 판매, 피혁제품의 생산 및 판매, 원피 및 피혁반제품 제조 가공업, 주택 건설 임대 및 건자재 판매업, 부동산 임대업, 경영상담업, 식음료 및 음식점업 등을 영위하고 있음 Heavy Leather분야에서의 세계적 기술력을 토대로 Coach, TUMI, Burberry, 팀버랜드, 리복, 스트릿레이트, 아이그너, 스톤마운틴 등 세계유수의 피혁제품 업체들과 장기공급파트너로서의 관계를 가짐 카시트 전용라인의 별도구축으로 카시트, White Leather 등 Mass Product가 가능한 품목라인업을 강화하여 2009년에는 일본 스즈끼 자동차에도 납품을 진행함"
A011790,SKC,소재,"1973년 7월 설립된 동사는 폴리우레탄의 원재료로 사용되는 제품을 생산, 판매하는 화학사업과 LCD, 일반 산업재의 부품, 태양전지용으로 사용되는 제품을 생산, 판매하는 Industry소재사업(舊 필름사업)을 영위 주요 제품으로는 광학용, 포장용, 산업용 등으로 사용되는 PET FILM, 윤활제, 자동차, 화장품 등에 사용되는 POD, 반도체 소재 등이 있음 화학 산업은 현재 세계 수요의 약 80%가 미국, 서유럽, 일본 등에 집중되어 있으며, 중국을 중심으로 한 아시아 지역의 수요가 증가하는 추세이며 제품의 최종 수요처인 자동차, 조선 등 주요 산업의 영향을 받음 2018년에는 공유 인프라를 기반으로 한 글로벌 확장을 통해 Business Model 혁신을 가속화하고, 근원적 경쟁력 강화를 통한 가치 혁신을 추진하여 본원적 사업 경쟁력을 향상시킬 계획임"
A025890,한국주강,소재,"1986년 설립되어 1997년 상장하였으며 조선, 산업플랜트, 광산기계, 발전설비 등에 사용되는 주물강과 주물철을 주제품으로 하는 업계 2위권의 주강 제조업체임 사업부문은 기타기계 및 장비를 제조하는 주강사업과 압축분철을 제조하는 고철사업 부문으로 구성되어 있음 경쟁사인 두산중공업의 생산제품 대부분이 발전설비, 해상구조물, 선미재 등이어서 주강제품의 국내 입지는 안정적이라 할 수 있음 국내주조업계는 두산중공업, 현대제철, 삼영엠텍, 대창메탈, HDCS 등 5사가 주요 경쟁사임"
A032680,소프트센,소프트웨어와서비스,"1988년 4월 설립된 동사는 IT자원의 개발 및 활용을 통하여 최적의 IT서비스환경을 제공하는 솔루션 기반의 IT서비스기업임 사업부문은 서버/스토리지, 프로세서 등 제반 인프라, 솔루션 및 유지보수서비스를 공급하는 IT인프라 및 서비스사업부문, AI, BigData, Cloud 등의 기술을 기반으로 한 솔루션을 제공하는 전략사업부문이 있음 모바일 헬스 시대를 고려한 통합 의료정보 서비스와 개인의 Life Log에 기반한 건강관리 서비스 플랫폼인 `CEN Doctor`의 연구개발 및 사업화를 진행하고 있음 솔루션 부문의 유통 네트워크 구축 및 차세대 성장 산업을 새로운 수익기반 사업으로 육성하기 위한 기술 개발을 추진 중임"
A032940,원익,건강관리장비와서비스,"1983년 설립되었으며 사업부문으로는 내시경, 레이저, 초음파진단기 등 첨단 의료장비를 수입, 판매하는 헬스케어부문과 반도체, 조명기기 등을 수입, 판매하는 통상부문 등이 있음 종속회사는 Hybrid IC, RF FILTER, GPS 등 전자통신부품, 제품을 생산, 판매하고 있는 전자부품 부문과 음식 서비스, 부동산임대 및 관리업, 사우나업을 영위하고 있는 레저사업 부문으로 구성됨 의료기기사업을 위한 전국 대리점 판매망을 가지고 있으며 기술지원 및 고객지원을 위해 2개의 서비스센터를 운영하고 있음 산업원자재부분은 반도체산업, 광통신 산업 및 조명산업에 사용되는 석영유리제품을 글로벌 석영공급사인 미국Momentive (구,GE Quartz)사로부터 수입하여 공급하고 있음"
A032960,동일기연,기술하드웨어와장비,"전자제품 및 부품의 제조업, 판매업, 수출입업과 부동산 임대업, 의료기기 제조업, 판매업 등을 영위할 목적으로 1986년 3월 10일 설립되었음 EMI(Electro Magnetic Interference)필터 및 압전세라믹트랜스포머를 사용한 음이온클러스터, 제전기, 초음파 센서, 치과용 의료기기 등을 생산 판매하고 있음 EMI, EMC필터 분야에서는 가격 대비 우수한 제품의 개발과 동시에 주문업체에 전반적인 EMI대책 및 관련기술을 지원하고 있으며 다수의 특허권과 UL 등 국제규격인증을 통해 관련분야에서 세계적인 기술 인정받음 1992년 4월 기업부설연구소를 설립한 이래 전체종업원의 34%에 해당하는 55명의 연구기술인력을 중심으로 연간 매출액 대비 13%내외의 금액을 R&D에 투자하여 신제품의 연구개발에 역점을 두고 사업을 추"
A031310,아이즈비전,기술하드웨어와장비,"무선호출사업, PC통신사업, 이동통신에 관한 연구 및 부가서비스기술의 개발업을 목적으로 1992년 9월 9일자에 설립되어 1997년 7월 25일자로 코스닥 시장에 상장하였음 별정통신사업자로서 음성통화 선불카드유통과 기간통신사의 통신설비를 이용한 휴대통신서비스(알뜰폰)를 제공하고 있으며, 자회사를 통하여 정보통신기기의 제조와 유통사업 및 화장품 제조, 유통 사업을 영위하고 있음 2016년 8월11일에 2016년 10월1일부터 2018년12월31일까지의 기간 동안 우정사업본부 알뜰폰 위탁판매업체로 선정되며, 2017년 7월부터 자급제 단말기 `스타폰` 을 출시하여 유통하고 있음 새로운 AP장비를 계속적으로 개발 및 생산하여 KT, SKT, LGU+, MSO에 납품하여 국내통신사업자 AP시장에서의 절대적인 시장지배력을 확보하고 있음"
A019210,와이지-원,자본재,"동사는 절삭공구 제조 및 판매를 주된 목적으로 1981년 12월 최초 설립되었으며 1999년 주식회사 `와이지-원`으로 상호를 변경하였음 동사의 주요제품은 엔드밀(EndMill), 드릴(Drill), 탭(Tap)등이 있으며 다양한 용도에 사용할 수 있는 다기능, 고부가가치의 특성 및 소모성 공구라는 공통적인 특성을 가지고 있음 주요사업부문은 절삭공구부문 단일부문이며 관련 매출의 경우 해외판매 비중이 높은 편임 미국 시장의 경우 제조업 호황세에 따라 공구시장이 성장할 것으로 예상되며, 중국 및 동남아시아의 경우 경기회복이 다소 더디나, 제조업의 고품질화로 인한 고성능의 절삭공구 수요가 지속적으로 증가할 것으로 예상됨"
A026150,특수건설,자본재,"1971년 설립되어 1997년 코스닥시장에 주식을 상장한 국내외 토목업을 전문으로 하는 건설업체 철도 및 도로 지하횡단구조물 비개착시공, 대구경 교량기초시공, 쉴드터널 시공과 산업플랜트 제작 등을 하고 있음 프론트잭킹공법,BG공법, 터널관련 쉴드공법 등 다양한 공법과 시공기술을 통해 도로지하횡단구조물 비개착 시공, 대구경 대심도 교량기초시공등 세계최고 성능을 자랑하는 첨단 공법을 사용하여 시공하였음 서해대교, 광안대교, 인천대교, 고속철도 및 싱가포르 고속도로지하구간/지하철 등을 시공하였고, 평창동계올림픽 개최를 위해 수도권과 강원도 동해안권을 연결하는 원주-강릉 복선전철사업과 연계하여 철도터널을 시공하고 있음"
A032980,바이온,제약과생물공학,"동사는 1983년 11월 1일에 설립되었으며 6개의 계열회사와 줄기세포치료제 제품개발 및 건강기능식품의 원료 제조판매, 화장품 제조판매 및 부자재 생산, 자동차부품 제조판매 등을 주요 사업으로 영위 사업부문은 바이오의료 사업, 화장품 사업, 자동차부품 사업, 인쇄 사업, MRO 사업, 화장품 사업부문 등으로 나뉘며 주요 제품은 줄기세포 치료제 및 줄기세포 화장품 원료, 기초/색조 화장품 등이 있음 글로벌 바이오의약품 시장은 세계적인 고령화와 의료 및 각종 기술의 발달로 꾸준히 성장하는 산업이며 화장품 산업은 첨단기술에 의해 탄생한 신개념의 기능성 화장품들이 등장하면서 성장함 향후 바이오사업 진출을 위한 기술이전과 사업협력을 목적으로 (주)미래셀바이오의 지분취득을 하였으며, 동사의 기술력을 통해 줄기세포 부산물 의약품시장과 줄기세포 화장품 사업에 진출을 시작함"
A033130,디지틀조선,미디어와엔터테인먼트,"동사의 사업부문은 크게 인터넷 사업부문, 전산사업부문, 영상사업부문, 기타사업부문으로 구성되어 있음 최근에는 미디어 환경변화에 발맞춰 조선일보와 공동으로 아이패드용 앱과 갤럭시탭용 앱(조선일보 뉴스 앱) 기획, 개발의 중요한 축을 맡고 있음 뉴스 기반의 지식네트워크를 지향하는 조선닷컴은 랭킹닷컴 및 코리안클릭 등 제공하는 데이터에서 꾸준히 온라인뉴스분야 1위를 지키고 있음 동사는 CTS 즉, 컴퓨터를 이용한 신문제작과 정보시스템 개발 운영 및 컨설팅(SI) 사업, 거리의TV인 시티비전 사업 등 차별화된 전략으로 다양한 사업을 전개하고 있음"
A033050,제이엠아이,상업서비스와공급품,"1993년에 설립된 동사는 미국 MS사와 MS AR 계약을 맺고 관련 OS제품을 미디어화 하여 PC 및 모바일제품 제조회사에 공급하고 있으며 LED조명기구 관련 사업을 영위하는 업체임 중국, 미국, 루마니아에 해외법인을 설립하여 글로벌 네트워크를 구축하고 주요 거래처에 현지 조달을 통한 영업을 진행하고 있음 EMS사업의 경우 2003년 한국업체로서는 최초로 중국 소주지역에 진출하였으며 동종의 다른 한국업체에 비해 중국현지화를 90%이상 달성하여 제조, 품질, 원가경쟁력을 모두 갖춤 지배기업인 본사는 기존 미디어사업을 전개하는 과정에 사출성형공정기술에 기술력을 보유하여 각종 국책사업 및 디스플레이 제품에 응용하고자 연구개발을 진행하고 있음"
A033100,제룡전기,자본재,"동사는 1986년 설립되었으며, 변압기, 개폐기, GIS 제조 및 판매에 관한 사업을 영위하고 있음 주요제품은 배전선로에서 수용가에 전압을 조정하기 위해 사용되는 변압기이며, 공시대상 사업부문은 중전기사업부문 단일부문으로 구성 2018년도 선진국 중심의 보호무역주의 확산과 국내 건설경기 악화, SOC 투자 감소, 내수시장 침체 등으로 경영환경이 좋지 않으나, 신제품 중심(내진변압기)으로 매출 증가되고 있어 전년 대비 실적이 다소 개선 기대 동사의 초고압 시장 진입을 위해 170kV GIS를 개발 완료 했으며 제품의 주요 수주처는 한국전력공사 및 한국철도시설공단임"
A014440,영보화학,소재,"1979년 설립된 동사는 가교발포 폴리올레핀 폼 제조를 영위하고 있으며 종속회사를 통해 플라스틱 제품 제조업, 자동차 산업 내장재료 제조, 판매 및 서비스업을 영위함 자동차내장재, IT용 LCD간지, 경질폴리우레탄 폼단열재 및 기타 플라스틱 제품 제조업을 주사업으로 함 가교발포 Polyolefin Foam은 건축, 일반산업 및 일용품, 포장재, 완구, 스포츠용품 등 산업전반에 걸쳐 광범위하고 다양한 용도로 개발되면서 시장 확장기에 있음 2018년 Bio PP Foam을 비롯한 자동차 내장재용 재료에 대한 개발이 이루어짐"
A017940,E1,유틸리티,"동사는 1984년 9월 설립되어 액화 석유 가스를 포함한 석유 제품과 각종 가스 및 가스 기기의 수출입, 제조, 저장, 운송 및 판매업과 부동산 임대업을 영위하고 있음 국내 최초로 대규모 LPG 수입사업을 추진하였고 이를 국내 정유사, 충전소, 산업체 및 도시가스사 등에 공급하는 기업임 2014년 9월 Cardinal Gas Services LLC 지분 34% 취득을 통하여 셰일가스 미드스트림 사업에 진출하였으며 지분인수를 위해 투자한 금액은 100% 사내유보금으로써 약 800억원임 한국석유공사 국내 석유 정보 시스템에 따르면 국내 민수용 (가정용, 산업용, 운수용, 도시가스용) LPG 총 수요는 2018년 반기 기준 3,082천톤임"
A018670,SK가스,유틸리티,"동사는 1985년 설립되었으며 LPG수입, 저장, 판매회사로 대부분의 LPG를 중동지역으로부터 장기공급계약을 통한 수입 및 SPOT거래처로부터 수입하여 정유사, 석유화학업체 등에 공급 중임 동사의 국내매출은 일반용(가정상업용, 운수용, 산업용 등)과 석유화학용(석유화학업체의 원료용)으로 구분됨 석유공사 국내석유정보시스템 통계기준으로 2018년 상반기 동사의 국내 LPG 시장점유율은 44.4%로 전년 동기 대비 1.7% 감소하였음 본사를 중심으로 중부지사, 동부지사, 서부지사, 제주지사 총 4개의 국내영업지사를 통해 전국적인 유통망을 구축하고 국내 유수의 정유사와 석유화학사, 가스공사 등의 대형고객을 비롯하여 주요산업체에 LPG를 안정적 공급"
A023590,다우기술,증권,"동사는 1986년 1월 9일 설립되었으며, 1997년 8월 27일 유가증권시장에 상장되어 매매가 개시되었음 동사의 주요 사업은 중소기업과 자영업자를 위한 마케팅 플랫폼으로 문자메세지, 이메일, 팩스, 우편등을 대량 발송하는 `뿌리오` 서비스와, 종속회사인 키움증권 및 키움투자자산운용의 IT서비스 사업을 영위하고 있음 키움증권은 2005년 이후 13년 연속 주식시장 점유율 업계 1위를 기록하는 등 온라인 위탁매매 부문에서 선점효과를 시현하고 있으며 2016년에는 일 점유율 20%를 기록함 키움투자자산운용사는 주식형 및 채권형 펀드 뿐 아니라 ETF, 부동산, 인프라, PEF 등 대체투자분야에 걸쳐 다양한 상품을 제공하고 있으며, 2018년 2분기 현재 업계 7위로 자리매김 하고 있음"
A015710,코콤,기술하드웨어와장비,"1980년 3월 1일 설립되어 1997년 9월에 코스닥 증권시장에 상장하였음 스마트 홈 시스템(IoT; Internet of Things/홈 네트워크 시스템, 홈 오토메이션), 비디오도어폰, 도어폰, CCTV 시스템 등의 제조 및 판매를 전문으로 사업을 영위하고 있음 국내 업체로는 최초로 인터폰에 영상을 첨가한 비디오 도어폰을 출시한 국내 홈 네트워크 시스템/홈 오토메이션 시장을 개척한 선도기업임 코콤 홈 매니저라는 어플리케이션을 자체 개발하여 현재 방범, 조명, 난방, 가스벨브, 에어컨, 환기, 도어락, 커튼 등을 통제, 제어할 수 있는 시스템 즉, 스마트홈시스템(IoT)을 상용화하고 있음"
A033200,모아텍,기술하드웨어와장비,"동사는 소형정밀모터를 전문적으로 생산하는 업체로 국내 최초로 STEPPING MOTOR를 개발. 생산하는 PC산업용으로는 광저장장치용, 가전용으로는 블루레이플레이어와 게임기용, 사무기기용 MOTOR를 생산 기존의 PC, OA, HA용 STEPPING MOTOR 단품을 이용한 가전용 ACTUATOR 제품군, 자동차용 편의 및 안전장치용 ACTUATOR 및 EV 자동차용 특수 MOTOR 등으로 사업영역을 확대 STEPPING MOTOR와 BLDC MOTOR 및 SENSING기술을 접목한 ACTUATOR 형태의 제품을 국내 최초로 개발함으로써 현재 국내 자동차 시장에 동사의 최첨단 제품을 공급  STEPPING MOTOR 개발과 더불어 고효율, 저소음, 장수명의 BLDC MOTOR 개발을 병행하고 있음"
A033290,코웰패션,내구소비재와의류,"1974년 6월 11일 외국법인인 필립스코리아(주)로 설립되어 사업을 영위하다가 이후 2015년 3월 27일자로 코웰패션(주)로 사명을 변경하여 사업을 영위하고 있음 전자부품 제조 및 판매업을 영위하는 전자사업(전자부품)과 의류제조 및 판매업, 내의류 양말 제조및 판매업, 용품 잡화 제조 및 판매업 등을 영위하고 있는 패션사업으로 구분됨 LED조명, 태양광발전관련 Film Capacitor, 대,소규모의 전력충전에너지분야, 전해콘덴서등 타전자부품의 대체시장 등 특화되는 사업에 R&D를 집중하고 있음 수소연료전지용 및 Hibrid 자동차용 방산전술차 모듈용 Film Capacitor를 개발하여 자동차 전장품도 이미 시제품을 출시 하였으며 관련하여 군수방위산업의 전장품시장에 진입하였음"
A024890,대원화성,내구소비재와의류,"동사는 1974년 05월 23일에 설립되었으며 1997년 10월 23일자로 유가증권시장에 상장되어 매매가 개시되었고 인조피혁을 주요사업으로 영위하고 있음 합성피혁 원단을 그 사용 용도에 따라 나누어 볼때 신발용,의류용, Ball용, 가구용, 자동차용, 잡화용 등으로 분류되고 신발용은 주로 Nike,Adidas 등에 납품하고 있음 국내 주력 ITEM인 자동차내장재용 제품 매출 및 IT, LCD용 등 신규 부문 제품의 안정적 매출 시현과 해외투자법인의 주력사업 ITEM인 대원비나 신발용 제품 매출 성장 요인으로 매출성장 달성 국내 주요 벽지제조회사인 대원화성 (명품벽지 did),LG하우시스,신한벽지, 개나리 벽지등 4개 회사가 약 88%를 차지하고 있는 것으로 추정"
A013810,스페코,에너지,"1979년 설립되어 1997년 코스닥시장에 상장하였으며 특수목적용 건설기계 제조 및 철구조물 제작 및 판매업 등을 영위하고 있음 동사의 주요제품으로 아스팔트믹싱플랜트, 콘크리트배쳐플랜트, 풍력타워가 있으며 구체적 용도는 플랜트임. 관련 원재료의 경우 내수구매로 이루어짐 주요사업부문은 플랜트사업부, 풍력부문, 방산설비부문으로 구성되어 있음 동사는 총 2957만불을 투자하여 스페인 Gamesa에 플랜트 10대를 납품하였으며, 멕시코의 3,000MW 규모 시장과 북미시장의 선점을 위해 2MW 급 1일1기 생산을 원칙으로 매출 증가 모습을 보이고 있음"
A033340,좋은사람들,내구소비재와의류,"메리야스 제조 및 판매업을 영위할 목적으로 1993년 5월 1일에 설립되었고 1997년 11월 3일에 코스닥시장 상장을 승인받아 회사의 주식이 상장되어 코스닥시장에서 매매가 개시되었음 소비자 Needs가 점차 다양화됨에 따라 타겟과 트렌드를 세분화하여 보디가드, 섹시쿠키, 예스, 돈앤돈스, 제임스딘, 리바이스, 퍼스트올로 등의 브랜드를 운영하고 있음 업계 최초 IoT 융복합`스마트이너웨어` 개발 및 상용화와 함께, 여성의 생리기간동안 착용 가능한 기능성 속옷`똑똑한 위생팬티`를 출시 및 국내 최초 생리토크 팝업스토어를 운영하고 있음 개성공단이 2016년 전면 중단되는 사태가 발생하였지만, 캄보디아 공장 및 필리핀, 베트남 등 새로운 생산기지를 발빠르게 개척하여 왔고 추가적으로 해외생산기지를 개발해 여전히 경쟁력 있는 제품을 생산 유통하고 있음"
A009520,포스코엠텍,소재,"1973년 설립되었으며 철강제품 포장 및 철강부원료(알미늄 탈산제 등)의 생산과 판매를 주로 하는 철강포장업체로, 포스코 기업집단에 속해 있음 주요 제품은 철강부원료 부문의 알루미늄 탈산제 펠레트, 인고트 등, 포장사업 부문의 철강포장 용역 등, 위탁사업 부문의 페로실리콘 공장 등이며 주요 고객은 포스코임 제강용 알루미늄 탈산제 부문에서 향후 수익성을 극대화하기 위해서 다품종 개발 및 영업력 강화, 생산기술을 더욱 끌어올림으로써 고수익 위주 제품 다각화를 통한 Globalization을 구축할 것을 노력 엔지니어링사업의 적극적인 해외시장 개척, 합금철 등 철강부원료 공급범위 확대, 위탁운영 사업 기반의 신규 Biz-Model 구축 등 철강 본원 경쟁력에 기반한 성장 전략을 준비하여 추진할 계획"
A030350,드래곤플라이,미디어와엔터테인먼트,"동사는 PC 온라인게임을 개발하는 회사로서 현재 국내 온라인 게임포탈인 넷마블(CJ이앤엠 게임즈) 및 피망(네오위즈게임즈) 외에 일본, 중국, 미국, 대만, 태국, 필리핀, 베트남, 유럽 등에 게임을 서비스하고 있음 2002년 서비스를 시작한 세계 최초의 온라인 FPS게임인 카르마온라인을 비롯하여 스페셜포스를 통해 온라인 FPS 게임 분야의 선도업체로서의 입지를 확보 유통중인 주요 게임은 `스페셜포스`, `스페셜포스2`, `반온라인` 등의 온라인게임과 `스페셜포스 퍼스트미션`, `꽃보다 할배` 등의 모바일게임이 있으며, AR VR콘텐츠사업으로 `Project AR VR`개발 중 미국 교육출판그룹인 맥그로힐 에듀케이션(McGraw-Hill Education)사와 디지털 콘텐츠 제작에 대한 사업제휴계약을 체결한 이후 모바일 교육사업에도 본격적으로 서비스를 하고 있음"
A033160,엠케이전자,반도체와반도체장비,"동사는 Gold Bonding Wire 등 전자부품의 제조 및 판매를 목적으로 1982년 12월 16일 (주)미경사로 설립 후 1997년 상호를 (주)엠케이전자로 변경. 1997년 11월 10일 코스닥시장 상장 주요생산품은 반도체용 세금선과 반도체 패키지용 재료인 BGA CSP용 솔더볼이 있으며, 신규사업으로 Non-Gold wire와 마이크로 BGA용 솔더볼, 2차 전지를 개발 추진 중 본딩와이어 시장 주요 경쟁사는 일본의 다나까 금속, 독일의 헤라우스 그룹, 일본의 니폰 금속. 높은 시장 성장과 투자 수익률을 보이는 솔더볼 시장의 주요 경쟁사는 일본의 센쥬금속, 한국의 덕산하이메탈 등 마이크로 BGA용 마이크로 솔더볼을 개발 완료하여 고객 승인 중에 있음. 국내 글로벌 전지회사와 공동으로 리튬이차전지용 차세대 음극 활물질 소재 개발 추진 중으로 현재 시작품에 대한 샘플 공급과 준양산 기술확보 중"
A033310,엠투엔,소재,"동사는 1978년 설립되어 1997년 코스닥 시장에 상장되었으며, 스틸드럼 제조 및 판매, 각종 철강 제품 제조 및 판매 사업을 영위하는 기업으로 사업부문은 드럼사업부와 철강사업부로 구성되어 있음 동사의 주요 제품인 스틸드럼은 석유화학제품을 포장하는 철강제 포장용기로서 1차산업으로 분류되는 석유화학류의 경기흐름과 밀접한 관계를 가지며 주 납품처는 한국바스프와 금호석유화학, 한화화인케미칼 등 다수거래처들이 있음 드럼산업은 주원자재인 철강재의 의존율이 다른 산업에 비해 편중되어 있어서, 철강재 시장가격의 등락이 바로 원가마진에 중대한 영향 요소로 반영되고 있음 석유화학물질과의 화학반응을 최소화하기 위해 개발된 동사의 독자품목인 아연소재의 특수드럼이 당해년도부터 본격적으로 생산됨"
A033320,제이씨현시스템,기술하드웨어와장비,"1991년 5월 11일 설립되었으며 1997년 11월 10일에 코스닥시장에 상장되었고 컴퓨터 관련 제품 공급 사업부문과 통합배선솔루션, 드론 제품 등을 판매하는 부문을 주요 사업으로 영위하고 있음 컴퓨터 관련사업은 PC부품 및 주변기기 제품 등을 공급하고 있으며 기가바이트 테크놀로지(메인보드,그래픽카드), AMD(CPU), ECS(메인보드) 등을 제조사와 제휴해 마케팅 및 공급하고 있음 드론사업은 세계최대 드론 기술 선도 기업이자 최대 시장 점유율을 가지고 있는 DJI의 전제품을 공급하고 있으며 VR은 대만 HTC사의 `VIVE` 제품을 공급하고 있음 고품질 제품과 고객만족서비스로 높은 소비자 신뢰도를 구축하고 있으며, 투명한 거래관행과 신용을 바탕으로 유통업체, 도소매상들과 오랜 신뢰관계를 구축해 안정적인 영업망을 확보하고 있음"
A026890,스틱인베스트먼트,전자와 전기제품,"동사는 1982년 설립되어 주요 사업부문은 제조부문과 투자부문으로 구별되며 제조 부분은 전자레인지용 고압 변성기 등을 중국현지법인과 말레이시아현지법인을 통하여 생산된 제품을 전세계 가전업체에 납품하고 있음 현재의 전자레인지는 성숙기에 접어들었으며, 동사로서는 전자레인지 시장은 계속하여 영업력을 확대해 나가고, 에어콘용 REACTOR의 신규시장 등에 전력을 다하여 영업 확대 및 시장을 개척해 나갈 예정 동사의 주력 제품인 HVT의 세계 시장 수요는 연간 7,700만대 선으로 예측되며 세계시장의 약 20%를 점유하고 있음 HVT의 전략적인 수요증가는 중국, 아시아권으로 압축이 예상되어 동사는 이미 이에 대한 기회 선점 전략으로 해외생산기지 구축을 완료하였음"
A029460,케이씨,반도체와반도체장비,"동사는 1987년 2월 설립되었으며 2017년 11월 인적분할을 실시한 분할존속 회사로서 분할대상부문을 제외한 유틸리티 사업부문/투자 및 자회사 관리 사업부문을 영위하고 있음 공사매출(산업용 설비 등의 설계/시공), 유틸리티(Gas/Chemical 공급장치 등의 제조/판매), 반도체 제조용 장비의 제조/판매, 용역매출, 수수료 등의 사업부문을 가지고 있음 Gas 공급장치 사업은 반도체 및 디스플레이 제조 공정 중 해당 공정에 필요한 원료 가스를 원하는 조건(압력)으로 공급하는 장치 제조 사업, 순도를 보존하는 것이 중요하며, 안전과 청정도 유지가 필수적 중국업체들의 공급이 지속적으로 증가해 국내디스플레이 패널업체의 중장기 전략이 LCD에서 OLED로 전환되어 OLED 설비투자가 크게 증가함"
A033500,동성화인텍,소재,"동사는 1985년 설립되었으며 초저온보냉재, PU SYSTEM, 샌드위치판넬 등의 PU단열재사업부문 및 가스사업부문을 영위하는 기업임 판넬사업 부문은 건설사업 업종 특성과 건설부문의 전문성 강화를 통한 시장확대 목적으로 2017년 4월 1일부로 건축용 판넬 사업부문을 물적분할하여 (주)화인텍피앤씨를 설립하였음 동사의 추정 기준으로 동사가 점유하고 있는 시장점유율은 초저온보냉재(50%), 방재시스템(15%), 냉매(10%), 샌드위치판넬(5%), PU시스템(3%)임 폴리우레탄 패널 생산 및 건축시공 능력을 강화하여 수출 확대를 꾀하고 있으며, 방수, 흡음 패널 등의 신제품 개발을 통하여 판넬시장 점유를 높이기 위해 노력하고 있음"
